prepare intput
152086
build model
training
-- line number 307372
allocated: 418M, max allocated: 418M, cached: 472M, max cached: 472M
-- batch number 10073
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10074
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10075
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10076
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10077
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10078
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10079
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10080
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10081
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10082
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10083
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10084
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10085
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10086
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10087
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10088
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10089
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10090
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10091
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10092
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10093
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10094
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10095
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10096
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10097
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10098
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10099
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10100
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10101
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10102
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10103
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10104
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10105
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10106
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10107
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10108
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10109
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10110
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10111
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10112
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10113
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10114
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10115
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10116
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10117
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10118
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10119
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10120
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10121
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10122
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10123
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10124
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10125
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10126
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10127
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10128
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10129
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10130
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10131
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10132
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10133
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10134
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10135
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10136
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10137
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10138
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10139
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10140
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10141
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10142
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10143
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10144
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10145
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10146
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10147
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10148
allocated: 1683M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10149
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10150
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10151
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10152
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10153
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10154
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10155
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10156
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10157
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10158
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10159
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10160
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10161
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10162
allocated: 1682M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10163
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10164
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10165
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10166
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10167
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10168
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10169
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10170
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10171
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10172
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10173
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10174
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10175
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10176
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10177
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10178
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10179
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10180
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10181
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10182
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10183
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10184
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10185
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10186
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10187
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10188
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10189
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10190
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10191
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10192
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10193
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10194
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10195
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10196
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10197
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10198
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10199
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10200
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10201
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10202
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10203
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10204
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10205
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10206
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10207
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10208
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10209
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10210
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10211
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10212
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10213
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10214
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10215
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10216
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10217
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10218
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10219
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10220
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10221
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10222
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10223
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10224
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10225
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10226
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10227
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10228
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10229
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10230
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10231
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10232
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10233
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10234
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10235
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10236
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10237
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10238
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10239
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10240
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10241
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10242
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10243
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10244
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10245
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10246
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10247
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10248
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10249
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10250
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10251
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10252
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10253
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10254
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10255
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10256
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10257
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10258
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10259
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10260
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10261
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10262
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10263
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10264
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10265
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10266
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10267
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10268
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10269
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10270
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10271
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10272
allocated: 1675M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10273
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10274
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10275
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10276
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10277
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10278
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10279
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10280
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10281
allocated: 1682M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10282
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10283
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10284
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10285
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10286
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10287
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10288
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10289
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10290
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10291
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10292
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10293
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10294
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10295
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10296
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10297
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10298
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10299
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10300
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10301
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10302
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10303
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10304
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10305
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10306
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10307
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10308
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10309
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10310
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10311
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10312
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10313
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10314
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10315
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10316
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10317
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10318
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10319
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10320
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10321
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10322
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10323
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10324
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10325
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10326
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10327
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10328
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10329
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10330
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10331
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10332
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10333
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10334
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10335
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10336
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10337
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10338
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10339
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10340
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10341
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10342
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10343
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10344
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10345
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10346
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10347
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10348
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10349
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10350
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10351
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10352
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10353
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10354
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10355
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10356
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10357
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10358
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10359
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10360
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10361
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10362
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10363
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10364
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10365
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10366
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10367
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10368
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10369
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10370
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10371
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10372
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10373
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10374
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10375
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10376
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10377
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10378
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10379
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10380
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10381
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10382
